name,amg_movie_id,movie_title,role_type,rating,year,id
Jesse Eisenberg,V 583685,The Double,Normal Acting,5,2014,54900
Jesse Eisenberg,V 585955,Night Moves,Normal Acting,4,2013,54902
Jesse Eisenberg,V 542494,Now You See Me,Normal Acting,5,2013,54903
Jesse Eisenberg,V 562122,Free Samples,Normal Acting,5,2012,54904
Jesse Eisenberg,V 537879,To Rome With Love,Normal Acting,5,2012,54905
Jesse Eisenberg,V 554757,Why Stop Now,Normal Acting,4,2012,54908
Lesley Ann Warren,V 566519,Jobs,Normal Acting,4,2013,55091
Morgan Freeman,V 565940,Last Vegas,Normal Acting,4,2013,55528
Morgan Freeman,V 542494,Now You See Me,Normal Acting,5,2013,55529
Morgan Freeman,V 495159,Oblivion,Normal Acting,5,2013,55530
Morgan Freeman,V 567934,Olympus Has Fallen,Normal Acting,5,2013,55532
Morgan Freeman,V 516322,The Dark Knight Rises,Normal Acting,6,2012,55534
Morgan Freeman,V 557520,The Magic of Belle Isle,Normal Acting,4,2012,55536
Emma Thompson,V 557948,Beautiful Creatures,Normal Acting,7,2013,55659
Emma Thompson,V 562710,Saving Mr. Banks,Normal Acting,6,2013,55661
Emma Thompson,V 448230,Brave,Voice,7,2012,55662
Emma Thompson,V 516998,Men in Black 3,Normal Acting,6,2012,55665
Christoph Waltz,V 359301,Epic,Voice,5,2013,55926
Christoph Waltz,V 538627,Django Unchained,Normal Acting,5,2012,55931
Rachel Weisz,V 527188,Oz the Great and Powerful,Normal Acting,6,2013,56290
Rachel Weisz,V 433051,The Bourne Legacy,Normal Acting,5,2012,56292
Janet McTeer,V 571005,Hannah Arendt,Normal Acting,6,2012,56436
Janet McTeer,V 537730,The Woman in Black,Normal Acting,7,2012,56438
Lena Olin,V 577238,Night Train to Lisbon,Normal Acting,2,2013,56672
Colin Firth,V 570954,Arthur Newman,Normal Acting,5,2012,56861
Marisa Tomei,V 570150,Inescapable,Normal Acting,2,2012,56921
Marisa Tomei,V 550474,Parental Guidance,Normal Acting,3,2012,56922
Jamie Foxx,V 564886,White House Down,Normal Acting,7,2013,56987
Jamie Foxx,V 538627,Django Unchained,Normal Acting,5,2012,56988
Jamie Foxx,V 571337,Rio 2,Voice,,2014,56981
Laura Linney,V 574426,The Fifth Estate,Normal Acting,5,2013,57111
Laura Linney,V 538889,Hyde Park on Hudson,Normal Acting,5,2012,57113
Roberto Benigni,V 537879,To Rome With Love,Normal Acting,5,2012,57170
Sean Penn,V 538327,Gangster Squad,Normal Acting,6,2013,57667
Sean Penn,V 545860,The Secret Life of Walter Mitty,Normal Acting,6,2013,57668
Ben Kingsley,V 551200,Ender's Game,Normal Acting,5,2013,57808
Ben Kingsley,V 527818,Iron Man 3,Normal Acting,7,2013,57809
Ben Kingsley,V 529744,The Dictator,Normal Acting,6,2012,57816
Kevin Spacey,V 554018,Captain Phillips,Executive Producer,7,2013,57970
Kevin Spacey,V 539831,Safe,Executive Producer,4,2012,57975
Chazz Palminteri,V 559818,Mighty Fine,Executive Producer,4,2012,58064
Chazz Palminteri,V 559818,Mighty Fine,Normal Acting,4,2012,58065
Chazz Palminteri,V 517960,The Oogieloves in The Big Balloon Adventure,Normal Acting,2,2012,58067
Jennifer Lawrence,V 569321,American Hustle,Normal Acting,7,2013,58222
Jennifer Lawrence,V 546935,The Hunger Games: Catching Fire,Normal Acting,7,2013,58225
Jennifer Lawrence,V 538353,House at the End of the Street,Normal Acting,3,2012,58228
Jennifer Lawrence,V 548463,Silver Linings Playbook,Normal Acting,8,2012,58229
Jennifer Lawrence,V 483902,The Hunger Games,Normal Acting,7,2012,58230
Juliette Binoche,V 577013,"Camille Claudel, 1915",Normal Acting,6,2013,58315
Juliette Binoche,V 587449,Words and Pictures,Normal Acting,6,2013,58317
Juliette Binoche,V 532214,Cosmopolis,Normal Acting,3,2012,58321
Imelda Staunton,V 538915,The Pirates! Band of Misfits,Voice,7,2012,58373
Clive Owen,V 587449,Words and Pictures,Normal Acting,6,2013,58543
Clive Owen,V 554787,Shadow Dancer,Normal Acting,6,2012,58545
Reese Witherspoon,V 547384,Mud,Normal Acting,7,2012,58699
Reese Witherspoon,V 522512,This Means War,Normal Acting,6,2012,58700
Sam Shepard,V 570771,August: Osage County,Normal Acting,8,2013,59147
Sam Shepard,V 562459,Out of the Furnace,Normal Acting,5,2013,59148
Sam Shepard,V 579057,Savannah,Normal Acting,3,2013,59149
Sam Shepard,V 526217,Darling Companion,Normal Acting,5,2012,59150
Sam Shepard,V 570854,Harry Dean Stanton: Partly Fiction,Participant,5,2012,59151
Sam Shepard,V 532213,Killing Them Softly,Normal Acting,4,2012,59152
Sam Shepard,V 547384,Mud,Normal Acting,7,2012,59153
Sam Shepard,V 528939,Safe House,Normal Acting,5,2012,59154
Sam Shepard,V 571128,Shepard & Dark,Participant,6,2012,59155
Ellen Page,V 573468,Touchy Feely,Normal Acting,5,2013,59690
Ellen Page,V 568176,The East,Normal Acting,6,2012,59691
Ellen Page,V 537879,To Rome With Love,Normal Acting,5,2012,59692
Dan Aykroyd,V 540206,The Campaign,Normal Acting,5,2012,59800
Helen Hunt,V 554777,The Sessions,Normal Acting,7,2012,60513
Robert De Niro,V 574175,Grudge Match,Normal Acting,2,2013,60870
Robert De Niro,V 551420,Killing Season,Normal Acting,3,2013,60871
Robert De Niro,V 565940,Last Vegas,Normal Acting,4,2013,60872
Robert De Niro,V 546685,The Big Wedding,Normal Acting,4,2013,60874
Robert De Niro,V 471761,The Irishman,Producer,,2014,60869
Robert De Niro,V 565944,The Family,Normal Acting,4,2013,60875
Robert De Niro,V 534922,Being Flynn,Normal Acting,3,2012,60877
Robert De Niro,V 529191,Red Lights,Normal Acting,2,2012,60880
Robert De Niro,V 548463,Silver Linings Playbook,Normal Acting,8,2012,60881
Ralph Fiennes,V 582606,The Invisible Woman,Director,7,2013,61017
Ralph Fiennes,V 582606,The Invisible Woman,Normal Acting,7,2013,61018
Ralph Fiennes,V 537999,Great Expectations,Normal Acting,5,2012,61019
Ralph Fiennes,V 532632,Skyfall,Normal Acting,8,2012,61020
Ralph Fiennes,V 524599,Wrath of the Titans,Normal Acting,4,2012,61021
Patricia Clarkson,V 568176,The East,Normal Acting,6,2012,61521
Ruby Dee,V 453137,A Thousand Words,Normal Acting,1,2012,61592
Gerard Depardieu,V 590652,A Farewell to Fools,Normal Acting,,2014,1
Gerard Depardieu,V 583709,La marque des anges - Miserere,Normal Acting,,2013,2
Gerard Depardieu,V 587197,Les Invincibles,Normal Acting,,2013,3
Gerard Depardieu,V 570317,Ast??rix and Ob??lix: God Save Britannia,Normal Acting,,2012,4
Gerard Depardieu,V 570743,L'homme qui rit,Normal Acting,,2012,6
Gerard Depardieu,V 576812,Turf,Normal Acting,,2012,9
Helena Bonham Carter,V 558503,Cinderella,Normal Acting,,2014,381
Helena Bonham Carter,V 590380,Burton and Taylor,Normal Acting,,2013,382
Jacki Weaver,V 590224,Magic in the Moonlight,Normal Acting,,2014,443
Jacki Weaver,V 592460,The Voices,Normal Acting,,2014,444
Anna Kendrick,V 560730,Get a Job,Normal Acting,,2014,464
Anna Kendrick,V 592640,Happy Christmas,Normal Acting,,2014,465
Anna Kendrick,V 581559,Into the Woods,Normal Acting,,2014,466
Anna Kendrick,V 592560,Life After Beth,Normal Acting,,2014,467
Anna Kendrick,V 592460,The Voices,Normal Acting,,2014,468
Charlton Heston,V 580620,Cooper and Hemingway: The True Gen,Participant,,2013,555
Melanie Griffith,V 569746,Dinio Time,Voice,,2012,948
Melanie Griffith,V 544011,Dino Time,Voice,,2012,949
Peter Fonda,V 590868,House of Bodies,Normal Acting,,2013,1179
Peter Fonda,V 573184,Harodim,Normal Acting,,2012,1181
Demi?n Bichir,V 583188,Dom Hemingway,Normal Acting,,2014,1410
Demi?n Bichir,V 584979,El Santos vs. la Voluptuosa Mendoza,Voice,,2013,1411
Oprah Winfrey,V 583659,The Hundred-Foot Journey,Producer,,2014,1488
Oprah Winfrey,V 578287,Citizen Hearst,Participant,,2013,1489
Susan Sarandon,V 592525,Ping Pong Summer,Normal Acting,,2014,1714
Susan Sarandon,V 579386,Tammy,Normal Acting,,2014,1715
Susan Sarandon,V 585949,Hell & Back,Voice,,2013,1716
Susan Sarandon,V 587541,The Last of Robin Hood,Normal Acting,,2013,1719
Susan Sarandon,V 593237,Irwin & Fran,Voice,,2012,1723
Susan Sarandon,V 562149,Islamic Art: Mirror of the Invisible World,Voice,,2012,1724
Susan Sarandon,V 574732,Nothing Like Chocolate,Voice,,2012,1726
Philip Seymour Hoffman,V 579272,Child 44,Normal Acting,,2014,1889
Philip Seymour Hoffman,V 592645,God's Pocket,Normal Acting,,2014,1890
Philip Seymour Hoffman,V 571739,Ezekiel Moss,Director,,2013,1891
Forest Whitaker,V 574827,Pawn,Normal Acting,,2013,1954
Forest Whitaker,V 577468,Repentance,Normal Acting,,2013,1955
Forest Whitaker,V 577468,Repentance,Producer,,2013,1956
Forest Whitaker,V 581555,Zulu,Normal Acting,,2013,1958
Olympia Dukakis,V 580714,The Last Keepers,Normal Acting,,2013,2096
Olympia Dukakis,V 562115,Joe Papp in Five Acts,Normal Acting,,2012,2097
Holly Hunter,V 591623,Bonnie and Clyde,Normal Acting,,2013,2180
Holly Hunter,V 587207,Trespassing Bergman,Participant,,2013,2183
Holly Hunter,V 576256,Top of the Lake,Normal Acting,,2012,2185
Mary McDonnell,V 565341,Major Crimes [TV Series],Normal Acting,,2012,2245
Danny Aiello,V 574900,Reach Me,Normal Acting,,2013,2400
Natalie Portman,V 551560,Knight of Cups,Normal Acting,,2014,2611
Natalie Portman,V 551559,Untitled Terrence Malick Production,Normal Acting,,2014,2612
Natalie Portman,V 565716,Jane Got a Gun,Normal Acting,,2013,2613
Natalie Portman,V 565716,Jane Got a Gun,Producer,,2013,2614
Natalie Portman,V 565939,My Valentine,Normal Acting,,2012,2618
Debbie Reynolds,V 469509,Behind the Candelabra,Normal Acting,,2013,2666
Shirley Jones,V 583154,A Strange Brand of Happy,Normal Acting,,2013,2894
Shirley Jones,V 589717,Zombie Night,Normal Acting,,2013,2895
Shohreh Aghdashloo,V 590125,Grimm: PTZD,Normal Acting,,2013,3035
Shohreh Aghdashloo,V 565869,Grimm: Season 02,Normal Acting,,2012,3038
Jonah Hill,V 571321,How to Train Your Dragon 3,Voice,,2016,3142
Jonah Hill,V 588481,Sausage Party,Producer,,2015,3143
Jonah Hill,V 581480,22 Jump Street,Normal Acting,,2014,3144
Jonah Hill,V 516176,How to Train Your Dragon 2,Voice,,2014,3145
Jonah Hill,V 480863,The Adventurer's Handbook,Executive Producer,,2013,3146
Jonah Hill,V 480863,The Adventurer's Handbook,Normal Acting,,2013,3147
Jonah Hill,V 480863,The Adventurer's Handbook,Screenwriter,,2013,3148
Elisabeth Shue,V 569244,CSI: Crime Scene Investigation: Season 13,Normal Acting,,2012,3185
Elisabeth Shue,V 549205,Hope Springs,Normal Acting,,2012,3186
William H. Macy,V 580344,Rudderless,Director,,2014,3548
William H. Macy,V 578287,Citizen Hearst,Voice,,2013,3550
William H. Macy,V 576615,Shameless: Season 03,Normal Acting,,2013,3551
William H. Macy,V 579550,Trust Me,Normal Acting,,2013,3552
William H. Macy,V 552390,Shameless: Season 02,Normal Acting,,2012,3553
Andy Garcia,V 571337,Rio 2,Voice,,2014,3979
Andy Garcia,V 592456,Rob the Mob,Normal Acting,,2014,3980
Andy Garcia,V 581065,At Middleton,Normal Acting,,2013,3981
Andy Garcia,V 581065,At Middleton,Producer,,2013,3982
Andy Garcia,V 578892,Open Road,Normal Acting,,2012,3986
Mira Sorvino,V 580618,Space Warriors,Normal Acting,,2013,4060
Willem Dafoe,V 569290,Grand Budapest Hotel,Normal Acting,,2014,4490
Willem Dafoe,V 590262,The Fault in Our Stars,Normal Acting,,2014,4491
Willem Dafoe,V 564241,Nymphomaniac: Part Two,Normal Acting,,2013,4492
Willem Dafoe,V 537373,Odd Thomas,Normal Acting,,2013,4493
Janet Leigh,V 587458,Alfred Hitchcock: Master of Suspense,Participant,,2013,4595
"Louis Gossett, Jr.",V 556784,The Under Shepherd,Normal Acting,,2012,4671
Kirk Douglas,V 580620,Cooper and Hemingway: The True Gen,Participant,,2013,5057
Marcia Gay Harden,V 560730,Get a Job,Normal Acting,,2014,5985
Marcia Gay Harden,V 590224,Magic in the Moonlight,Normal Acting,,2014,5986
Mickey Rourke,V 548182,Sin City: A Dame to Kill For,Normal Acting,,2014,6091
Mickey Rourke,V 571574,Dead in Tombstone,Normal Acting,,2012,6094
Mickey Rourke,V 565945,The Courier,Normal Acting,,2012,6095
Mickey Rourke,V 572965,"The Good Son: The Life of Ray ""Boom Boom"" Mancini",Participant,,2012,6096
Ryan Gosling,V 413889,Logan's Run,Normal Acting,,2015,6205
Ryan Gosling,V 551559,Untitled Terrence Malick Production,Normal Acting,,2014,6206
Ryan Gosling,V 570832,How to Catch a Monster,Director,,2013,6208
Ryan Gosling,V 570832,How to Catch a Monster,Producer,,2013,6209
Ryan Gosling,V 570832,How to Catch a Monster,Screenwriter,,2013,6210
Anna Paquin,V 562354,X-Men: Days of Future Past,Normal Acting,,2014,6237
Anna Paquin,V 547364,Straight A's,Normal Acting,,2012,6241
Ingrid Bergman,V 587458,Alfred Hitchcock: Master of Suspense,Participant,,2013,6280
Jessica Chastain,V 593801,A Most Violent Year,Normal Acting,,2014,6356
Jessica Chastain,V 576585,Interstellar,Normal Acting,,2014,6358
Jessica Chastain,V 591536,Salom??,Normal Acting,,2013,6360
Jessica Chastain,V 583679,The Disappearance of Eleanor Rigby: Hers,Normal Acting,,2013,6361
Jessica Chastain,V 583676,The Disappearance of Eleanor Rigby: His,Normal Acting,,2013,6362
Jessica Chastain,V 574376,Tar,Normal Acting,,2012,6365
James Caan,V 593108,The Outsider,Normal Acting,,2014,6773
James Caan,V 581827,Blood Ties,Normal Acting,,2013,6774
James Caan,V 564810,For the Love of Money,Normal Acting,,2012,6778
James Caan,V 558445,Small Apartments,Normal Acting,,2012,6779
Harrison Ford,V 593588,The Age of Adaline,Normal Acting,,2015,6880
Harrison Ford,V 574178,The Expendables 3,Normal Acting,,2014,6881
Alec Baldwin,V 580647,Untitled Hawaii Project,Normal Acting,,2014,7119
Alec Baldwin,V 579045,Elaine Stritch: Shoot Me,Executive Producer,,2013,7122
Alec Baldwin,V 579045,Elaine Stritch: Shoot Me,Participant,,2013,7123
Alec Baldwin,V 560667,30 Rock: Season 06,Normal Acting,,2012,7125
Alec Baldwin,V 581153,30 Rock: Season 07,Normal Acting,,2012,7126
Alec Baldwin,V 557623,AmeriQua,Normal Acting,,2012,7127
Alec Baldwin,V 559039,Thomas & Friends: Engine Friends,Voice,,2012,7130
Robert Downey Jr.,V 583914,Marvel's The Avengers 3,Normal Acting,,2018,7797
Robert Downey Jr.,V 570172,The Avengers: Age of Ultron,Normal Acting,,2015,7798
Robert Downey Jr.,V 582217,Chef,Normal Acting,,2014,7800
Robert Downey Jr.,V 574767,Pinocchio,Normal Acting,,2014,7801
Robert Downey Jr.,V 579344,The Judge,Normal Acting,,2014,7802
Robert Downey Jr.,V 550016,Perry Mason,Normal Acting,,2013,7806
Robert Downey Jr.,V 550016,Perry Mason,Producer,,2013,7807
Robert Downey Jr.,V 550016,Perry Mason,Screen Story,,2013,7808
Tom Cruise,V 570235,The Magnificent Seven,Normal Acting,,2016,7939
Tom Cruise,V 564284,Van Helsing,Normal Acting,,2016,7940
Tom Cruise,V 590562,Go Like Hell,Normal Acting,,2015,7941
Tom Cruise,V 582380,Mission: Impossible 5,Normal Acting,,2015,7942
Tom Cruise,V 582380,Mission: Impossible 5,Producer,,2015,7943
Tom Cruise,V 585464,Yukikaze,Normal Acting,,2015,7944
Tom Cruise,V 563177,Edge of Tomorrow,Normal Acting,,2014,7945
Kate Hudson,V 582229,Born to be King,Normal Acting,,2014,8010
Kate Hudson,V 531241,Me and My Shadow,Voice,,2014,8011
Kate Hudson,V 582371,Wish I Was Here,Normal Acting,,2014,8012
Kate Hudson,V 571571,Clear History,Normal Acting,,2013,8013
Kate Hudson,V 562639,Glee: Season 04,Normal Acting,,2012,8015
Robert Duvall,V 579344,The Judge,Normal Acting,,2014,8203
Robert Duvall,V 570975,Casting By,Participant,,2012,8204
Sandra Bullock,V 588208,Minions,Voice,,2015,8351
Sandra Bullock,V 587613,The Prime Ministers: The Pioneers,Voice,,2013,8355
Diane Keaton,V 569275,Finding Dory,Normal Acting,,2016,8587
Diane Keaton,V 582432,The Most Wonderful Time,Normal Acting,,2015,8588
Diane Keaton,V 583417,And So It Goes,Normal Acting,,2014,8589
Alan Arkin,V 562753,Wild Oats,Normal Acting,,2013,8840
Jeremy Irons,V 581296,The Borgias: Season 03,Normal Acting,,2013,8941
Jeremy Irons,V 551999,The Borgias: Season 02,Normal Acting,,2012,8942
Julianne Moore,V 545789,Seventh Son,Normal Acting,,2015,9027
Julianne Moore,V 568569,"The Hunger Games: Mockingjay, Part 2",Normal Acting,,2015,9029
Julianne Moore,V 574301,Maps to the Stars,Normal Acting,,2014,9030
Julianne Moore,V 562210,Non-Stop,Normal Acting,,2014,9031
Julianne Moore,V 568566,"The Hunger Games: Mockingjay, Part 1",Normal Acting,,2014,9032
Julianne Moore,V 558549,Game Change,Normal Acting,,2012,9038
Jim Broadbent,V 582212,Big Game,Normal Acting,,2014,9272
Jim Broadbent,V 593574,Get Santa,Normal Acting,,2014,9273
Jim Broadbent,V 416831,Paddington Bear,Normal Acting,,2014,9274
Jim Broadbent,V 577122,Postman Pat: The Movie - You Know You're the One,Voice,,2013,9277
George Clooney,V 566535,The Yankee Commandante,Director,,2015,9476
George Clooney,V 566535,The Yankee Commandante,Producer,,2015,9477
George Clooney,V 573665,The Monuments Men,Director,,2014,9478
George Clooney,V 573665,The Monuments Men,Normal Acting,,2014,9479
George Clooney,V 573665,The Monuments Men,Producer,,2014,9480
George Clooney,V 573665,The Monuments Men,Screenwriter,,2014,9481
George Clooney,V 564594,Tomorrowland,Normal Acting,,2014,9482
George Clooney,V 590404,One PM Central Standard Time,Participant,,2013,9486
George Clooney,V 572599,Half the Sky,Participant,,2012,9488
Anouk Aimee,V 558215,Mince alors!,Normal Acting,,2012,9604
Robert Loggia,V 590917,Captured Hearts,Normal Acting,,2013,9797
Robert Loggia,V 554370,Apostle Peter and the Last Supper,Normal Acting,,2012,9798
Robert Loggia,V 559194,Margarine Wars,Normal Acting,,2012,9799
Robert Loggia,V 558946,The Diary of Preston Plummer,Normal Acting,,2012,9800
Robert Loggia,V 569734,The Grand Theft,Normal Acting,,2012,9801
Robert Loggia,V 569735,The Life Zone,Normal Acting,,2012,9802
Josh Brolin,V 548182,Sin City: A Dame to Kill For,Normal Acting,,2014,9969
Josh Brolin,V 570700,Crazy for the Storm,Normal Acting,,2013,9970
Josh Brolin,V 579608,Hawaiian: The Legend of Eddie Aikau,Executive Producer,,2013,9972
Josh Brolin,V 579608,Hawaiian: The Legend of Eddie Aikau,Normal Acting,,2013,9973
Josh Brolin,V 567617,Untamed Americas [TV Documentary Series],Voice,,2012,9978
Michael Caine,V 585342,Eliza Graves,Normal Acting,,2014,10033
Michael Caine,V 573603,Imagine,Normal Acting,,2014,10034
Michael Caine,V 576585,Interstellar,Normal Acting,,2014,10035
Carey Mulligan,V 590690,Far From the Madding Crowd,Normal Acting,,2014,10255
Tommy Lee Jones,V 587433,The Cowboys,Screenwriter,,2015,10716
Johnny Depp,V 576672,Pirates of the Caribbean 5,Normal Acting,,2016,10551
Johnny Depp,V 591942,Through the Looking Glass,Normal Acting,,2016,10552
Johnny Depp,V 588221,Mortdecai,Normal Acting,,2015,10553
Johnny Depp,V 588221,Mortdecai,Producer,,2015,10554
Johnny Depp,V 581559,Into the Woods,Normal Acting,,2014,10555
Johnny Depp,V 558184,The Night Stalker,Normal Acting,,2014,10556
Johnny Depp,V 558184,The Night Stalker,Producer,,2014,10557
Johnny Depp,V 573633,Transcendence,Normal Acting,,2014,10558
Johnny Depp,V 550128,Untitled Dr. Seuss Project,Normal Acting,,2014,10559
Johnny Depp,V 550128,Untitled Dr. Seuss Project,Producer,,2014,10560
Johnny Depp,V 570006,For No Good Reason,Participant,,2012,10565
Johnny Depp,V 565939,My Valentine,Normal Acting,,2012,10566
Tommy Lee Jones,V 587433,The Cowboys,Director,,2015,10714
Tommy Lee Jones,V 587433,The Cowboys,Normal Acting,,2015,10715
Tommy Lee Jones,V 549205,Hope Springs,Normal Acting,,2012,10719
Viola Davis,V 586796,Get On Up,Normal Acting,,2015,10873
Eva Marie Saint,V 586517,Winter's Tale,Normal Acting,,2014,10919
Brad Pitt,V 580036,Fury,Normal Acting,,2014,11127
Brad Pitt,V 579631,Big Men,Executive Producer,,2013,11130
Djimon Hounsou,V 580414,Fast and Furious 7,Normal Acting,,2015,11227
Djimon Hounsou,V 545789,Seventh Son,Normal Acting,,2015,11228
Djimon Hounsou,V 568178,Guardians of the Galaxy,Normal Acting,,2014,11230
Djimon Hounsou,V 516176,How to Train Your Dragon 2,Normal Acting,,2014,11231
Peter O'Toole,V 589037,Katherine of Alexandria,Normal Acting,,2013,11424
Peter O'Toole,V 565770,Mary Mother of Christ,Normal Acting,,2013,11425
Miranda Richardson,V 585497,Belle,Normal Acting,,2014,11572
Miranda Richardson,V 559330,Maleficent,Normal Acting,,2014,11573
Miranda Richardson,V 583771,Hidden Universe,Voice,,2013,11574
Miranda Richardson,V 590953,Elizabeth Taylor: Auction of a Lifetime,Voice,,2012,11575
Miranda Richardson,V 571702,Parade's End,Normal Acting,,2012,11576
Miranda Richardson,V 571651,World Without End,Normal Acting,,2012,11577
Bill Murray,V 587280,Rock the Kasbah,Normal Acting,,2015,11659
Bill Murray,V 569290,Grand Budapest Hotel,Normal Acting,,2014,11660
Bill Murray,V 573665,The Monuments Men,Normal Acting,,2014,11661
Bill Murray,V 569732,St. Vincent De Van Nuys,Normal Acting,,2013,11662
Joe Pesci,V 471761,The Irishman,Normal Acting,,2014,11745
Patty Duke,V 572054,Amazing Love,Normal Acting,,2012,12512
Michael V. Gazzo,V 556223,Tony Bennett: Duets II - The Great Performances,Performance,,2012,12615
Bruce Dern,V 586319,Coffin Baby,Normal Acting,,2013,12666
Bruce Dern,V 585277,Cut Bank,Normal Acting,,2013,12667
Bruce Dern,V 588161,Fighting for Freedom,Normal Acting,,2013,12668
Bruce Dern,V 573072,Hitting the Cycle,Normal Acting,,2012,12671
Stanley Tucci,V 536560,Gambit,Normal Acting,,2014,13133
Stanley Tucci,V 361799,Mr. Peabody & Sherman,Voice,,2014,13134
Stanley Tucci,V 557779,Transformers: Age of Extinction,Normal Acting,,2014,13135
Burt Young,V 570975,Casting By,Participant,,2012,13496
Kate Winslet,V 579258,Divergent,Normal Acting,,2014,13642
Kate Winslet,V 582226,The Dressmaker,Normal Acting,,2014,13643
Emmanuelle Riva,V 578568,Michael H. Profession: Director,Participant,,2013,13681
Helen Mirren,V 583659,The Hundred-Foot Journey,Normal Acting,,2014,13734
Helen Mirren,V 515659,Monsters University,Voice,,2013,13735
Helen Mirren,V 584127,Phil Spector,Normal Acting,,2013,13736
Benicio Del Toro,V 583224,The Little Prince,Normal Acting,,2015,13898
Benicio Del Toro,V 568178,Guardians of the Galaxy,Normal Acting,,2014,13899
Benicio Del Toro,V 564395,7 Days in Havana,Director,,2012,13900
Saoirse Ronan,V 569290,Grand Budapest Hotel,Normal Acting,,2014,13942
Saoirse Ronan,V 570832,How to Catch a Monster,Normal Acting,,2013,13944
Clint Eastwood,V 548181,A Star Is Born,Director,,2015,15013
Greg Kinnear,V 581598,Heaven Is for Real,Normal Acting,,2014,14316
Tom Hanks,V 583506,Hologram For the King,Normal Acting,,2015,14410
Tom Hanks,V 583506,Hologram For the King,Producer,,2015,14411
Tom Hanks,V 585190,Inferno,Normal Acting,,2015,14412
Tom Hanks,V 580096,Killing Lincoln,Voice,,2013,14414
Tom Hanks,V 558549,Game Change,Executive Producer,,2012,14418
Catalina Sandino Moreno,V 592767,A Stranger in Paradise,Normal Acting,,2013,14941
Catalina Sandino Moreno,V 579849,Roa,Normal Acting,,2013,14943
Gwyneth Paltrow,V 588221,Mortdecai,Normal Acting,,2015,14956
Clint Eastwood,V 548181,A Star Is Born,Producer,,2015,15014
Clint Eastwood,V 585230,Jersey Boys,Producer,,2014,15016
Clint Eastwood,V 570975,Casting By,Participant,,2012,15017
Frank Langella,V 581057,Draft Day,Normal Acting,,2014,15192
Ethan Hawke,V 591944,Regression,Normal Acting,,2015,15270
Ethan Hawke,V 589206,Welcome Nowhere,Voice,,2013,15275
Tilda Swinton,V 569290,Grand Budapest Hotel,Normal Acting,,2014,15329
Tilda Swinton,V 581683,Serge Diaghilev and the Ballets Russes,Voice,,2013,15331
Tilda Swinton,V 584962,The Zero Theorem,Normal Acting,,2013,15333
Tilda Swinton,V 564323,Mekong Hotel,Normal Acting,,2012,15334
George Segal,V 590505,The Goldbergs [TV Series],Normal Acting,,2013,15453
Harvey Keitel,V 590652,A Farewell to Fools,Normal Acting,,2014,15675
Harvey Keitel,V 569290,Grand Budapest Hotel,Normal Acting,,2014,15676
Harvey Keitel,V 582643,The Congress,Normal Acting,,2013,15677
Ren_e Zellweger,V 557024,Bridget Jones's Baby,Normal Acting,,2015,15822
Tom Wilkinson,V 585497,Belle,Normal Acting,,2014,15906
Tom Wilkinson,V 571003,Space Junk,Normal Acting,,2012,15908
Queen Latifah,V 590868,House of Bodies,Executive Producer,,2013,16030
Queen Latifah,V 590868,House of Bodies,Normal Acting,,2013,16031
Queen Latifah,V 587854,Percentage,Executive Producer,,2013,16032
Queen Latifah,V 578614,Steel Magnolias,Executive Producer,,2012,16037
Queen Latifah,V 578614,Steel Magnolias,Normal Acting,,2012,16038
Queen Latifah,V 567312,Street Dogs of South Central,Voice,,2012,16039
Queen Latifah,V 556223,Tony Bennett: Duets II - The Great Performances,Performance,,2012,16040
Jackie Earle Haley,V 535343,Robocop,Normal Acting,,2014,16290
Judi Dench,V 579073,The Joy of Six,Normal Acting,,2012,16801
Alan Alda,V 583046,The Big C: Quality of Death,Normal Acting,,2013,16896
Alan Alda,V 583044,The Big C: Quality of Life,Normal Acting,,2013,16897
Ed Harris,V 591986,Frontera,Normal Acting,,2014,17076
Ed Harris,V 586687,Run All Night,Normal Acting,,2014,17077
Ed Harris,V 558413,Snowpiercer,Normal Acting,,2013,17082
Ed Harris,V 583149,The Face of Love,Normal Acting,,2013,17083
Ed Harris,V 558549,Game Change,Normal Acting,,2012,17084
John Lithgow,V 547697,The Good Dinosaur,Normal Acting,,2015,17230
John Lithgow,V 592541,Love Is Strange,Normal Acting,,2014,17231
John Lithgow,V 590787,Marvin Hamlisch: What He Did For Love,Participant,,2013,17232
John Lithgow,V 570975,Casting By,Participant,,2012,17233
John Lithgow,V 563802,The Jungle Bunch: The Movie,Voice,,2012,17237
Liam Neeson,V 577940,A Million Ways to Die in the West,Normal Acting,,2014,17338
Liam Neeson,V 562210,Non-Stop,Normal Acting,,2014,17339
Liam Neeson,V 586687,Run All Night,Normal Acting,,2014,17340
Liam Neeson,V 552740,The LEGO Movie,Voice,,2014,17341
Liam Neeson,V 586040,Third Person,Normal Acting,,2013,17345
Angela Bassett,V 579684,Betty & Coretta,Normal Acting,,2013,17643
Louise Fletcher,V 570949,Of Two Minds,Normal Acting,,2012,17710
Jennifer Hudson,V 561000,Smash: Season 02,Normal Acting,,2013,17840
Jennifer Hudson,V 560536,Whitney Houston: We Will Always Love You,Participant,,2012,17843
Adrien Brody,V 569290,Grand Budapest Hotel,Normal Acting,,2014,17984
Adrien Brody,V 556975,Motor City,Normal Acting,,2014,17985
Adrien Brody,V 586040,Third Person,Normal Acting,,2013,17986
